Description,List_Price,Model,Milleage,Gear_Type,Location,Price,Mileage,Year,State,Brand,Origin,Engine_L
2017 Kia Carnival 2.2 YP MPV - (A) 1 YEAR WARRANTY,"RM 99,800",Kia Carnival,90 - 95K KM,Automatic,"Penang, Greenlane",99800.0,92500.0,2017.0,Penang,Kia,Asian,2.2
2013 Toyota Innova 2.0 G MPV - (A) NO PROCESSING CHARGE 1 OWNER,"RM 33,800",Toyota Innova,130 - 135K KM,Automatic,"Kuala Lumpur, Cheras",33800.0,132500.0,2013.0,Kuala Lumpur,Toyota,Asian,2.0
2016 Mercedes-Benz C200 2.0 Avantgarde Sedan - (A) - Genuine 23K KM - FULL SERVICE RECORD BY MERCEDES BENZ - LOCAL SPEC -,"RM 121,800",Mercedes-Benz C200,20 - 25K KM,Automatic,"Selangor, Klang",121800.0,22500.0,2016.0,Selangor,Mercedes-Benz,Continental,2.0
2015 Lexus ES250 2.5 Luxury Sedan - L AUTO (SUNROOF),"RM 96,800",Lexus ES250,45 - 50K KM,Automatic,"Selangor, Petaling Jaya",96800.0,47500.0,2015.0,Selangor,Lexus,Asian,2.5
2017/2022 Toyota Harrier 2.0 Premium SUV,"RM 139,800",Toyota Harrier,70 - 75K KM,Automatic,"Johor, Johor Bahru",139800.0,72500.0,2017.0,Johor,Toyota,Asian,2.0
2016/2017 Mercedes-Benz E200 2.0 CGI-W212C Sedan,"RM 160,999",Mercedes-Benz E200,80 - 85K KM,Automatic,"Johor, Johor Bahru",160999.0,82500.0,2016.0,Johor,Mercedes-Benz,Continental,2.0
2018 Honda City 1.5 Hybrid Sedan - Super Car King P Start Easy Loan,"RM 51,999",Honda City,55 - 60K KM,Automatic,"Johor, Johor Bahru",51999.0,57500.0,2018.0,Johor,Honda,Asian,1.5
2015 Hyundai Tucson 2.0 Executive SUV - Facelift Sport Car King 3 Years Warranty,"RM 59,999",Hyundai Tucson,65 - 70K KM,Automatic,"Johor, Johor Bahru",59999.0,67500.0,2015.0,Johor,Hyundai,Asian,2.0
2020 Honda Accord 1.5 TC Premium Sedan - TC-P (A) Super Car King 3 Years Warranty,"RM 139,999",Honda Accord,85 - 90K KM,Automatic,"Johor, Johor Bahru",139999.0,87500.0,2020.0,Johor,Honda,Asian,1.5
2021 Perodua Aruz 1.5 AV SUV - (A) Full Service Record Easy Loan Car King,"RM 59,999",Perodua Aruz,70 - 75K KM,Automatic,"Johor, Johor Bahru",59999.0,72500.0,2021.0,Johor,Perodua,Asian,1.5
2016 Nissan Navara 2.5 NP300 VL Pickup Truck - VL (A) Push Start No OFF Road Car King 1 Malaysia Warranty,"RM 67,999",Nissan Navara,55 - 60K KM,Automatic,"Johor, Johor Bahru",67999.0,57500.0,2016.0,Johor,Nissan,Asian,2.5
2017 Honda BR-V 1.5 V i-VTEC SUV - V (A) Push Start Leather Mini 3 Years Warranty,"RM 49,999",Honda BR-V,55 - 60K KM,Automatic,"Johor, Johor Bahru",49999.0,57500.0,2017.0,Johor,Honda,Asian,1.5
"2014 Volkswagen Beetle 1.2 TSI Coupe - The , TIP TOP CONDITION, accident free","RM 49,999",Volkswagen Beetle,90 - 95K KM,Automatic,"Selangor, Puchong",49999.0,92500.0,2014.0,Selangor,Volkswagen,Continental,1.2
"2014/2018 Toyota Vellfire 2.4 Z Golden Eyes MPV - 2 , SUNROOF, POWER BOOT, 2 POWER DOORS, COOLBOX, FRONT AND BACK CAMERA, MICHELIN TYRES, OFFER NEGO JADI","RM 119,999",Toyota Vellfire,75 - 80K KM,Automatic,"Selangor, Puchong",119999.0,77500.0,2014.0,Selangor,Toyota,Asian,2.4
2012 BMW 520i 2.0 Sedan - (A) Twin Turbo FREE 1 YEAR WARRANTY,"RM 56,900",BMW 520i,125 - 130K KM,Automatic,"Penang, Nibong Tebal",56900.0,127500.0,2012.0,Penang,BMW,Continental,2.0
2013 Rover Range Rover 2.0 Evoque CBA-LV2A (A) SUV - Range FREE ONE YEAR WARRANTY,"RM 99,900",Rover Range Rover,105 - 110K KM,Automatic,"Penang, Nibong Tebal",99900.0,107500.0,2013.0,Penang,Land Rover,Continental,2.0
"2016 Porsche Cayenne 3.6 GTS SUV - NEW FACELIFT 2025 ,CRYSTAL BLACK IN COLOUR,POWER BOOT,SMOOTH ENGINE GEAR BOX,ONE OF DATO OWNER","RM 198,500",Porsche Cayenne,95 - 100K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",198500.0,97500.0,2016.0,Kuala Lumpur,Porsche,Continental,3.6
"2017 Land Rover Range Rover Sport 5.0 SVR SUV - WTY 2025 ,CRYSTAL BLACK IN COLOUR,REVERSE CAMERA,PUSH START,ONE OF VIP OWNER","RM 268,500",Land Rover Range Rover Sport,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",268500.0,92500.0,2017.0,Kuala Lumpur,Land Rover,Continental,5.0
2017 Lexus RX450h 3.5 SUV,"RM 248,800",Lexus RX450h,50 - 55K KM,Automatic,"Selangor, Telok Panglima Garang",248800.0,52500.0,2017.0,Selangor,Lexus,Asian,3.5
2017 Nissan Almera 1.5 E Nismo Sedan - E (NISMO) FACELIFT Easy Loan 1 Years Warranty,"RM 34,999",Nissan Almera,65 - 70K KM,Automatic,"Johor, Johor Bahru",34999.0,67500.0,2017.0,Johor,Nissan,Asian,1.5
2014 Volkswagen Beetle 1.2 TSI Sport Coupe - (A) Car King Easy Loan 3 Years Warranty,"RM 55,999",Volkswagen Beetle,65 - 70K KM,Automatic,"Johor, Johor Bahru",55999.0,67500.0,2014.0,Johor,Volkswagen,Continental,1.2
2015 Mazda CX-5 2.0 SKYACTIV-G High Spec SUV - 2WD HIGH SPEC Ori Year Make Car King Tip Top,"RM 51,999",Mazda CX-5,60 - 65K KM,Automatic,"Johor, Johor Bahru",51999.0,62500.0,2015.0,Johor,Mazda,Asian,2.0
"2018 Toyota Alphard 3.5 MPV - MODELLISTA WTY 2025 ,CRYSTAL BLACK IN COLOUR,2 POWER DOORS,POWER BOOT,ONE OF DATO VIP OWNER","RM 198,500",Toyota Alphard,95 - 100K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",198500.0,97500.0,2018.0,Kuala Lumpur,Toyota,Asian,3.5
2015 Honda CR-V 2.4 i-VTEC SUV - L AUTO (FACELIFT FULL SPEC)- With 1 year WARRANTY,"RM 65,800",Honda CR-V,100 - 105K KM,Automatic,"Selangor, Petaling Jaya",65800.0,102500.0,2015.0,Selangor,Honda,Asian,2.4
2014/2017 Toyota Vellfire 2.4 Z Golden Eyes MPV - power boot power door,"RM 106,800",Toyota Vellfire,40 - 45K KM,Automatic,"Selangor, Puchong",106800.0,42500.0,2014.0,Selangor,Toyota,Asian,2.4
2018 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - FACELIFT (FULL SERVICE RECORD 53K KM POWER BOOT FULL SPEC) 2019,"RM 115,888",Mazda CX-5,50 - 55K KM,Automatic,"Selangor, Klang",115888.0,52500.0,2018.0,Selangor,Mazda,Asian,2.0
2018 Honda Civic 1.5 TC VTEC Premium Sedan - (Year End Sales) (TCP) (Turbo) (High Loan Available) (Low Downpayment),"RM 99,990",Honda Civic,90 - 95K KM,Automatic,"Johor, Johor Bahru",99990.0,92500.0,2018.0,Johor,Honda,Asian,1.5
2015 Mercedes-Benz C200 2.0 Avantgarde Sedan - AMG (Convert C300 FL AMG )(Clear Stock) (Cheapest in town) (Carking condition) (Offer Offer) (1 year warranty),"RM 119,000",Mercedes-Benz C200,95 - 100K KM,Automatic,"Johor, Johor Bahru",119000.0,97500.0,2015.0,Johor,Mercedes-Benz,Continental,2.0
2018 Honda Civic 1.5 TC VTEC Sedan - (We Warranty),"RM 91,800",Honda Civic,75 - 80K KM,Automatic,"Penang, Simpang Ampat",91800.0,77500.0,2018.0,Penang,Honda,Asian,1.5
2013 Honda Jazz 1.5 i-VTEC Hatchback - (A) 72K KM ONLY - MODULO BODYKIT -,"RM 34,800",Honda Jazz,70 - 75K KM,Automatic,"Selangor, Klang",34800.0,72500.0,2013.0,Selangor,Honda,Asian,1.5
2018 Perodua Myvi 1.5 AV Hatchback,"RM 46,800",Perodua Myvi,55 - 60K KM,Automatic,"Johor, Johor Bahru",46800.0,57500.0,2018.0,Johor,Perodua,Asian,1.5
2014 Honda Odyssey 2.4 EX i-VTEC MPV - ABSOLUTE (A) Sun Roof 360 Camera,"RM 85,800",Honda Odyssey,90 - 95K KM,Automatic,"Selangor, Serdang",85800.0,92500.0,2014.0,Selangor,Honda,Asian,2.4
2018 Mazda CX-5 2.5 SKYACTIV-G GLS SUV,"RM 98,800",Mazda CX-5,60 - 65K KM,Automatic,"Selangor, Petaling Jaya",98800.0,62500.0,2018.0,Selangor,Mazda,Asian,2.5
2016 Toyota Camry 2.5 Hybrid Luxury Sedan - Super Car King 3 Years Warranty,"RM 72,999",Toyota Camry,55 - 60K KM,Automatic,"Johor, Johor Bahru",72999.0,57500.0,2016.0,Johor,Toyota,Asian,2.5
2017 Volkswagen Passat 1.8 280 TSI Comfortline Plus Sedan - TSI COM PLUS Super Car King Easy Loan 1 Year Warranty,"RM 59,999",Volkswagen Passat,65 - 70K KM,Automatic,"Johor, Johor Bahru",59999.0,67500.0,2017.0,Johor,Volkswagen,Continental,1.8
2019 Lexus NX300 2.0 F Sport SUV - New Facelift UNREGISTER Panoramic Roof Grade 4.5 Mileage 14k Only Power Boot Red Interior 5Yrs Warranty Special Blue,"RM 209,000",Lexus NX300,10 - 15K KM,Automatic,"Kuala Lumpur, Cheras",209000.0,12500.0,2019.0,Kuala Lumpur,Lexus,Asian,2.0
2019 Honda CR-V 1.5 TC VTEC SUV - (FreeWarranty)(FreeSiapTkrNama)(Tahun Dibuat )( AWD 4WD)(PushStart)(PowerLeatherSeats)(ReverseCam)(CruiseControl)(1Owner),"RM 106,800",Honda CR-V,85 - 90K KM,Automatic,"Selangor, Banting",106800.0,87500.0,2019.0,Selangor,Honda,Asian,1.5
2018 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - Warranty 1 Year,"RM 96,800",Mazda CX-5,95 - 100K KM,Automatic,"Selangor, Petaling Jaya",96800.0,97500.0,2018.0,Selangor,Mazda,Asian,2.0
2018 Volkswagen Beetle 1.2 TSI Sport Coupe - The TRUSTED DEALER NO HIDDEN COST TRUE YEAR MADE,"RM 99,800",Volkswagen Beetle,75 - 80K KM,Automatic,"Johor, Johor Bahru",99800.0,77500.0,2018.0,Johor,Volkswagen,Continental,1.2
2014 Volkswagen Beetle 1.2 TSI Sport Coupe - The TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 59,888",Volkswagen Beetle,90 - 95K KM,Automatic,"Johor, Johor Bahru",59888.0,92500.0,2014.0,Johor,Volkswagen,Continental,1.2
2016/2019 Lexus LX570 5.7 SUV - AWD (A) GUARANTEE No Accident No Total Lost No Flood 5 Day Money back Guarantee,"RM 388,800",Lexus LX570,60 - 65K KM,Automatic,"Kuala Lumpur, Setapak",388800.0,62500.0,2016.0,Kuala Lumpur,Lexus,Asian,5.7
2012 Volkswagen Golf 2.0 GTi Hatchback - (A) 1 YEAR WARRANTY,"RM 55,800",Volkswagen Golf,125 - 130K KM,Automatic,"Penang, Ayer Itam",55800.0,127500.0,2012.0,Penang,Volkswagen,Continental,2.0
"2015 Nissan Teana 2.0 XE Sedan - YEAR END SALE, OFFER CAR KING, UPGRADED SOUND SYSTEM, MUST VIEW","RM 45,999",Nissan Teana,90 - 95K KM,Automatic,"Selangor, Puchong",45999.0,92500.0,2015.0,Selangor,Nissan,Asian,2.0
"2013 Toyota Vios 1.5 G Sedan - NEW YEAR OFFER FACELIFT, KEYLESS PUSH START, FULL CAR LEATHER SEAT","RM 37,999",Toyota Vios,90 - 95K KM,Automatic,"Selangor, Puchong",37999.0,92500.0,2013.0,Selangor,Toyota,Asian,1.5
"2017 Perodua AXIA 1.0 G Hatchback - YEAR END SALE, OFFER KAW KAW, WARRANTY ADA","RM 26,999",Perodua AXIA,70 - 75K KM,Automatic,"Selangor, Puchong",26999.0,72500.0,2017.0,Selangor,Perodua,Asian,1.0
"2017 BMW 118i 1.5 Sport Hatchback - , TIPTOP CONDITION, LADY OWNER, WARRANTY PROVIDED","RM 69,999",BMW 118i,75 - 80K KM,Automatic,"Selangor, Puchong",69999.0,77500.0,2017.0,Selangor,BMW,Continental,1.5
"2018 Honda BR-V 1.5 V i-VTEC SUV - V-SPEC ,CRYSTAL WHITE IN COLOUR,REVERSE CAMERA,PUSH START,FULL LEATHER SEAT,ONE OF DATO OWNER","RM 53,800",Honda BR-V,95 - 100K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",53800.0,97500.0,2018.0,Kuala Lumpur,Honda,Asian,1.5
2016 Honda CR-V 2.4 i-VTEC SUV - L AUTO (FACELIFT),"RM 65,800",Honda CR-V,80 - 85K KM,Automatic,"Selangor, Petaling Jaya",65800.0,82500.0,2016.0,Selangor,Honda,Asian,2.4
2015 Mazda CX-5 2.0 SKYACTIV-G GL SUV,"RM 55,800",Mazda CX-5,95 - 100K KM,Automatic,"Selangor, Petaling Jaya",55800.0,97500.0,2015.0,Selangor,Mazda,Asian,2.0
"2016 Honda Jazz 1.5 S i-VTEC Hatchback - BODYKITS CANTIL, NICE SPORT RIMS CAR KING OFFER 1 OWNER","RM 46,999",Honda Jazz,70 - 75K KM,Automatic,"Selangor, Puchong",46999.0,72500.0,2016.0,Selangor,Honda,Asian,1.5
2014 Volkswagen Golf 2.0 GTi Hatchback - REVO STAGE 2 AP RACING,"RM 95,800",Volkswagen Golf,130 - 135K KM,Automatic,"Perak, Ipoh",95800.0,132500.0,2014.0,Perak,Volkswagen,Continental,2.0
2016 Perodua Alza 1.5 SE MPV - (M) WARRANTY 1 YEAR - CAN VERY VERY HIGH LOAN - 1 OWNER - GOOD CONDTION,"RM 25,800",Perodua Alza,90 - 95K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang",25800.0,92500.0,2016.0,Kuala Lumpur,Perodua,Asian,1.5
2014 Volkswagen Beetle 1.2 TSI Sport Coupe - The PACK,"RM 63,800",Volkswagen Beetle,105 - 110K KM,Automatic,"Penang, Sungai Nibong",63800.0,107500.0,2014.0,Penang,Volkswagen,Continental,1.2
2017 Nissan X-Trail 2.0 SUV - (A) FULL SPEC - FULL SERVICE RECORD - WARRANTY 1 YEAR - LEATHER SEAT - 360 CAMERA - PUSH START BUTTON - KEYLESS ENTRY - 1 OWNER,"RM 47,800",Nissan X-Trail,80 - 85K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",47800.0,82500.0,2017.0,Kuala Lumpur,Nissan,Asian,2.0
2014/2015 Toyota Corolla Altis 1.8 E Sedan - (FreeWarranty)(FreeSiapTkrNama)(ThnDibuat Reg2015)( Dual VVT-i)(SILVER)(FullBodykits)(SportRims)(PushStart)(7Speed),"RM 48,800",Toyota Corolla Altis,102500 KM,Automatic,"Selangor, Banting",48800.0,102500.0,2014.0,Selangor,Toyota,Asian,1.8
2020 Lexus NX300 2.0 F Sport SUV - Sunroof Perfect Condition Nego Till Let go,"RM 223,000",Lexus NX300,40 - 45K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",223000.0,42500.0,2020.0,Kuala Lumpur,Lexus,Asian,2.0
2020 Mitsubishi Outlander 2.4 SUV - Super Car King Full Service Record,"RM 99,999",Mitsubishi Outlander,55 - 60K KM,Automatic,"Johor, Johor Bahru",99999.0,57500.0,2020.0,Johor,Mitsubishi,Asian,2.4
2015 Nissan Grand Livina 1.6 Comfort MPV - Impul Bodykits Full Leather Seats 1 Year Warranty,"RM 32,999",Nissan Grand Livina,75 - 80K KM,Automatic,"Johor, Johor Bahru",32999.0,77500.0,2015.0,Johor,Nissan,Asian,1.6
2019 Proton X70 1.8 TGDI Executive SUV - L Car King Full Service Record,"RM 59,999",Proton X70,95 - 100K KM,Automatic,"Johor, Johor Bahru",59999.0,97500.0,2019.0,Johor,Proton,Asian,1.8
2014 Inokom Elantra 1.6 Sedan - HYUNDAI (A) WARRANTY 1 YEAR - ALL PROBLEM CAN APPLY LOAN HERE - SEMUA MASALAH BOLEH BUAT LOAN KEDAI SINI,"RM 22,800",Inokom Elantra,85 - 90K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",22800.0,87500.0,2014.0,Kuala Lumpur,Inokom,Asian,1.6
2016 Honda CR-V 2.4 i-VTEC SUV - L AUTO (NEW FACELIFT),"RM 65,800",Honda CR-V,100 - 105K KM,Automatic,"Selangor, Petaling Jaya",65800.0,102500.0,2016.0,Selangor,Honda,Asian,2.4
2013 Perodua Myvi 1.5 SE Hatchback - (Percuma Siap Tukar Nama)(Percuma Warranty)(Tahun Dibuat )( Auto)(One Lady Owner)(Special Edition)(Black),"RM 27,300",Perodua Myvi,120 - 125K KM,Automatic,"Selangor, Banting",27300.0,122500.0,2013.0,Selangor,Perodua,Asian,1.5
2015 BMW 220i 2.0 Gran Tourer MPV - (A) Full Service Record Original Mileage 60K-MiL 7 Seater,"RM 63,800",BMW 220i,60 - 65K KM,Automatic,"Selangor, Serdang",63800.0,62500.0,2015.0,Selangor,BMW,Continental,2.0
"2019 Peugeot 2008 1.2 PureTech SUV - , NEW FACELIFT , ORIGINAL PAINT ,YEAR MAKE","RM 43,999",Peugeot 2008,60 - 65K KM,Automatic,"Kuala Lumpur, Jalan Puchong",43999.0,62500.0,2019.0,Kuala Lumpur,Peugeot,Continental,1.2
2017 Kia Sorento 2.4 HS SUV - HIGH SPEC (A) MPV Power Boot Super Car King Tip Top,"RM 69,999",Kia Sorento,50 - 55K KM,Automatic,"Johor, Johor Bahru",69999.0,52500.0,2017.0,Johor,Kia,Asian,2.4
2017 Toyota Hilux 2.8 G Pickup Truck,"RM 89,800",Toyota Hilux,90 - 95K KM,Automatic,"Selangor, Telok Panglima Garang",89800.0,92500.0,2017.0,Selangor,Toyota,Asian,2.8
"2018 Mercedes-Benz A250 2.0 AMG Line Hatchback - CBU IMPORT BARU, BIG SCREEN, SPORT SEAT, FULL SERVICE RECORD","RM 169,999",Mercedes-Benz A250,70 - 75K KM,Automatic,"Selangor, Puchong",169999.0,72500.0,2018.0,Selangor,Mercedes-Benz,Continental,2.0
2021 Porsche 718 2.0 Boxster Convertible - PDLS PLUS BOSE SOUND SPORT CHRONO REVERSE CAMERA 20 ALLOY WHEEL GENUINE MILEAGE UNREGISTERED,"RM 488,000",Porsche 718,0 - 5K KM,Automatic,"Kuala Lumpur, Mont Kiara",488000.0,2500.0,2021.0,Kuala Lumpur,Porsche,Continental,2.0
2018 BMW X1 2.0 sDrive20i Sport Line SUV - (A) New Facelift 7 Speed Full Service Record 67k-MiL,"RM 89,800",BMW X1,65 - 70K KM,Automatic,"Selangor, Serdang",89800.0,67500.0,2018.0,Selangor,BMW,Continental,2.0
2018 Perodua Bezza 1.3 X Premium Sedan - (A) Push Start 3 Year Warranty,"RM 32,800",Perodua Bezza,55 - 60K KM,Automatic,"Kuala Lumpur, Pandan Perdana",32800.0,57500.0,2018.0,Kuala Lumpur,Perodua,Asian,1.3
2019 Porsche Macan 2.0 SUV - Rear Camera Power Boot Local AP Unreg,"RM 279,000",Porsche Macan,20 - 25K KM,Automatic,"Kuala Lumpur, Cheras",279000.0,22500.0,2019.0,Kuala Lumpur,Porsche,Continental,2.0
2014 Toyota Land Cruiser Prado 2.7 TX L SUV - ( 1 YEAR WARRANTY 360 SURROUND CAMERA DUAL ELECTRIC SEAT SUNROOF) 2015,"RM 149,888",Toyota Land Cruiser Prado,90 - 95K KM,Automatic,"Selangor, Klang",149888.0,92500.0,2014.0,Selangor,Toyota,Asian,2.7
2017 Subaru Forester 2.0 P SUV - FULL SPEC 4WD CHEAPEST,"RM 49,999",Subaru Forester,70 - 75K KM,Automatic,"Johor, Skudai",49999.0,72500.0,2017.0,Johor,Subaru,Asian,2.0
2018 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) SINGLE CAb 4X4 NEW FACELIFT,"RM 59,800",Isuzu D-Max,55 - 60K KM,Manual,"Selangor, Serdang",59800.0,57500.0,2018.0,Selangor,Isuzu,Asian,2.5
2015 Mercedes-Benz GLA250 2.0 4MATIC SUV - TRUE PREMIUM FACELIFT PREMIUM WARRANTY,"RM 99,888",Mercedes-Benz GLA250,75 - 80K KM,Automatic,"Kuala Lumpur, Cheras",99888.0,77500.0,2015.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
2019/2020 Mercedes-Benz GLC300 2.0 4MATIC AMG Line SUV - (A) 4MATIC AMG Coupe Full Service Record,"RM 269,900",Mercedes-Benz GLC300,30 - 35K KM,Automatic,"Selangor, Serdang",269900.0,32500.0,2019.0,Selangor,Mercedes-Benz,Continental,2.0
2015 Volkswagen Polo 1.6 Sedan - (A) LOW MIL 29K FSR VOLSWAGEN LECTURER OWNER-WELL MAINTAIN CAR CARLIST QUALIFIED CONDITION LIKE NEW WAIT NO MORE,"RM 32,800",Volkswagen Polo,25 - 30K KM,Automatic,"Selangor, Kajang",32800.0,27500.0,2015.0,Selangor,Volkswagen,Continental,1.6
2015/2016 Volkswagen Jetta 1.4 TSI Sedan - TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 33,888",Volkswagen Jetta,80 - 85K KM,Automatic,"Johor, Johor Bahru",33888.0,82500.0,2015.0,Johor,Volkswagen,Continental,1.4
2015 Audi A3 1.4 TFSI Sedan - (A) S-Line Sport Super Car King 3 Years Warranty,"RM 54,999",Audi A3,55 - 60K KM,Automatic,"Johor, Johor Bahru",54999.0,57500.0,2015.0,Johor,Audi,Continental,1.4
2014 Volvo V40 2.0 T5 Hatchback - SPORTS EDITION Super Car King 3 Years Warranty,"RM 45,999",Volvo V40,65 - 70K KM,Automatic,"Johor, Johor Bahru",45999.0,67500.0,2014.0,Johor,Volvo,Continental,2.0
"2016 Honda HR-V 1.8 i-VTEC E SUV - UPGRADE ANDROID WITH 360 SURROUND CAMERA, CAR KING OFFER","RM 59,999",Honda HR-V,80 - 85K KM,Automatic,"Selangor, Puchong",59999.0,82500.0,2016.0,Selangor,Honda,Asian,1.8
"2015 Toyota Vellfire 2.4 Z MPV - GOLDEN EYE , REG15, RED LEATHER SPORT, 3 WAY SOUND SYSTEM, 360 CAMERA, NEW SPORT RIM, FACELIFT, TIPTOP CONDITION","RM 109,999",Toyota Vellfire,110 - 115K KM,Automatic,"Selangor, Puchong",109999.0,112500.0,2015.0,Selangor,Toyota,Asian,2.4
2018/2021 Porsche 718 2.0 Cayman Coupe - MUST VIEW,"RM 398,000",Porsche 718,35 - 40K KM,Automatic,"Selangor, Kajang",398000.0,37500.0,2018.0,Selangor,Porsche,Continental,2.0
"2017 Perodua AXIA 1.0 SE Hatchback - KEYLESS PUSH START, ANDROID PLAYER OFFER","RM 28,999",Perodua AXIA,60 - 65K KM,Automatic,"Selangor, Puchong",28999.0,62500.0,2017.0,Selangor,Perodua,Asian,1.0
2014 Mazda CX-5 2.0 SKYACTIV-G High Spec SUV - (A) CBU IMPORT BARU - SUNROOF - PUSH START KEYLESS - ELECTRICAL LEATHER SEAT - TOUCH SCREEN -REVERSE CAMERA,"RM 43,800",Mazda CX-5,80 - 85K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",43800.0,82500.0,2014.0,Kuala Lumpur,Mazda,Asian,2.0
2017 Kia Sportage 2.0 GT Line SUV - (A) FULL SPEC - WARRANTY 1 YEAR - PUSH START BUTTON - ELECTRICAL POWER LEATHER SEAT - ANDROID TOUCH SCREEN - 1 OWNER,"RM 57,800",Kia Sportage,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",57800.0,72500.0,2017.0,Kuala Lumpur,Kia,Asian,2.0
"2014 BMW 730Li 3.0 Sedan - M-SPORT NEW-FACELIFT WTY2025 ,CRYSTAL BLACK IN COLOUR,PUSH START,FULL LEATHER SEAT,ONE DATO OWNER","RM 128,500",BMW 730Li,95 - 100K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",128500.0,97500.0,2014.0,Kuala Lumpur,BMW,Continental,3.0
2018 Honda City 1.5 V i-VTEC Sedan - (FreeWarranty)(FreeSiapTkrNama)(TahunDibuat )( )(WHITE)(1Owner)(CruiseControl)(SportRims)(Facelift)(PushStart)(LeatherSeats),"RM 61,800",Honda City,70 - 75K KM,Automatic,"Selangor, Banting",61800.0,72500.0,2018.0,Selangor,Honda,Asian,1.5
2015 Honda Jazz 1.5 E i-VTEC Hatchback - (Percuma Warranty)(Percuma Siap Tukar Nama)(Tahun Dibuat )( Auto)(Lady Owner)(Warna Puteh)(Push Start),"RM 47,800",Honda Jazz,95 - 100K KM,Automatic,"Selangor, Banting",47800.0,97500.0,2015.0,Selangor,Honda,Asian,1.5
2018 Lexus LS500 3.4 Luxury Sedan - (CBU-IMPORT BARU) GUARANTEE No Accident No Total Lost No Flood 5 Day Money back Guarantee,"RM 478,800",Lexus LS500,45 - 50K KM,Automatic,"Kuala Lumpur, Setapak",478800.0,47500.0,2018.0,Kuala Lumpur,Lexus,Asian,3.4
2016/2017 Lexus RX200t 2.0 F Sport SUV - (A) (CBU-IMPORT BARU) GUARANTEE No Accident No Total Lost No Flood 5 Day Money back Guarantee,"RM 198,800",Lexus RX200t,75 - 80K KM,Automatic,"Kuala Lumpur, Setapak",198800.0,77500.0,2016.0,Kuala Lumpur,Lexus,Asian,2.0
"2015/2018 Mercedes-Benz E250 2.0 AMG Sport Coupe - , REG18, TIPTOP CONDITION, ONE CAREFUL OWNER ONLY, WARRANTY PROVIDED","RM 137,999",Mercedes-Benz E250,85 - 90K KM,Automatic,"Selangor, Puchong",137999.0,87500.0,2015.0,Selangor,Mercedes-Benz,Continental,2.0
"2018 Mercedes-Benz A250 2.0 AMG Line Hatchback - AMG (CBU), FULL SERVICE RECORD, FACELIFT, ONE OWNER ONLY, 2 DIGIT NUMBER PLATE","RM 169,999",Mercedes-Benz A250,70 - 75K KM,Automatic,"Selangor, Puchong",169999.0,72500.0,2018.0,Selangor,Mercedes-Benz,Continental,2.0
"2017/2018 Mazda 2 1.5 SKYACTIV-G Sedan - , REG18, ONE OWNER ONLY, GENUINE LOW MILEAGE, WARRANTY PROVIDED","RM 49,999",Mazda 2,80 - 85K KM,Automatic,"Selangor, Puchong",49999.0,82500.0,2017.0,Selangor,Mazda,Asian,1.5
"2018 Honda City 1.5 Hybrid Sedan - YEAR END SALE OFFER PADDLE SHIFTERS, CAR KING","RM 49,999",Honda City,45 - 50K KM,Automatic,"Selangor, Puchong",49999.0,47500.0,2018.0,Selangor,Honda,Asian,1.5
"2014 Toyota Vios 1.5 E Sedan - FULL SERVICE RECORD 1 OWNER, CAR KING OFFER","RM 39,999",Toyota Vios,70 - 75K KM,Automatic,"Selangor, Puchong",39999.0,72500.0,2014.0,Selangor,Toyota,Asian,1.5
"2016 Honda City 1.5 E i-VTEC Sedan - NEW YEAR SALE , PROMOSI KAW KAW, FULL SERVICE RECORD CAR OFFER NEGO SAMPAI JADI","RM 47,999",Honda City,60 - 65K KM,Automatic,"Selangor, Puchong",47999.0,62500.0,2016.0,Selangor,Honda,Asian,1.5
"2015 Toyota Vios 1.5 G Sedan - , ALL BLACK LEATHER SEAT, KELI, TIP TOP CONDITION, MERDEKA SALE, NEGO SAMPAI JADI, OFFER","RM 46,999",Toyota Vios,80 - 85K KM,Automatic,"Selangor, Puchong",46999.0,82500.0,2015.0,Selangor,Toyota,Asian,1.5
"2021 Lexus RX300 2.0 F Sport SUV - BEST BUY , Mark Levinson Sound System, Sunroof, Black Interior, 360 Camera, HUD, Seat Ventilation and MORE","RM 348,000",Lexus RX300,25 - 30K KM,Automatic,"Selangor, Shah Alam",348000.0,27500.0,2021.0,Selangor,Lexus,Asian,2.0
