Description,List_Price,Model,Mileage,Gear_Type,Location,Price,Year,State,Brand,Origin,Engine_L,Car_Age,Log_Price,Annual_Mileage,Has_Warranty
2022 Mercedes-Benz C300 2.0 AMG Line Sedan - (A),"RM 209,800",Mercedes-Benz C300,62500.0,Automatic,"Penang, Gelugor",209800.0,2022.0,Penang,Mercedes-Benz,Continental,2.0,3.0,12.253914741377207,20833.333333333332,0
2025 BMW X1 2.0 sDrive20i xLine SUV - Sime Darby Auto Selection Glenmarie Pre-Owned Used s,"RM 223,000",BMW X1,7500.0,Automatic,"Selangor, Shah Alam",223000.0,2025.0,Selangor,BMW,Continental,2.0,0.0,12.314931534737134,7500.0,0
2017 Honda Civic 1.8 S Sedan - (A),"RM 65,800",Honda Civic,92500.0,Automatic,"Penang, Gelugor",65800.0,2017.0,Penang,Honda,Asian,1.8,8.0,11.094390314766315,11562.5,0
2017/2020 Toyota Alphard 2.5 G S C Package MPV - G S C TOUCH SCREEN MONITOR PILOT SEATS,"RM 145,800",Toyota Alphard,77500.0,Automatic,"Penang, USM Pulau Pinang",145800.0,2017.0,Penang,Toyota,Asian,2.5,8.0,11.889997957243736,9687.5,0
2014/2015 BMW 220i 2.0 Sport Line Coupe - 43K KM MILEAGE,"RM 69,800",BMW 220i,42500.0,Automatic,"Penang, USM Pulau Pinang",69800.0,2014.0,Penang,BMW,Continental,2.0,11.0,11.153403615295403,3863.6363636363635,0
2017 Mercedes-Benz C200 2.0 Avantgarde Sedan - GENUINE 90K KM MILEAGE,"RM 85,800",Mercedes-Benz C200,92500.0,Automatic,"Penang, USM Pulau Pinang",85800.0,2017.0,Penang,Mercedes-Benz,Continental,2.0,8.0,11.359785940419789,11562.5,0
2014 Mercedes-Benz A250 2.0 Sport Hatchback - (A) GENUINE 37K KM MILEAGE,"RM 69,800",Mercedes-Benz A250,37500.0,Automatic,"Penang, Gelugor",69800.0,2014.0,Penang,Mercedes-Benz,Continental,2.0,11.0,11.153403615295403,3409.090909090909,0
2021 Honda Civic 1.8 S Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 72,000",Honda Civic,57500.0,Automatic,"Selangor, Shah Alam",72000.0,2021.0,Selangor,Honda,Asian,1.8,4.0,11.184435286790631,14375.0,0
2019 Toyota Hilux 2.8 L-Edition Dual Cab Pickup - LE Full Spec 2-Years Warranty,"RM 85,800",Toyota Hilux,82500.0,Automatic,"Perak, Sitiawan",85800.0,2019.0,Perak,Toyota,Asian,2.8,6.0,11.359785940419789,13750.0,1
2019 Perodua Bezza 1.3 X Premium Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 29,000",Perodua Bezza,57500.0,Automatic,"Selangor, Shah Alam",29000.0,2019.0,Selangor,Perodua,Asian,1.3,6.0,10.275085591132715,9583.333333333334,0
2024 BMW X3 2.0 xDrive30e Final Edition SUV - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 260,000",BMW X3,7500.0,Automatic,"Selangor, Shah Alam",260000.0,2024.0,Selangor,BMW,Continental,2.0,1.0,12.468440756144114,7500.0,0
2020 Proton X70 1.8 Premium SUV,"RM 59,900",Proton X70,97500.0,Automatic,"Negeri Sembilan, Seremban",59900.0,2020.0,Negeri Sembilan,Proton,Asian,1.8,5.0,11.000448478455008,19500.0,0
2021 Perodua Ativa 1.0 AV SUV,"RM 55,600",Perodua Ativa,72500.0,Automatic,"Negeri Sembilan, Seremban",55600.0,2021.0,Negeri Sembilan,Perodua,Asian,1.0,4.0,10.925956465688445,18125.0,0
2019 Perodua Bezza 1.3 Advance (Metallic) Sedan - PROMO 1 year WARRANTY,"RM 35,800",Perodua Bezza,72500.0,Automatic,"Negeri Sembilan, Seremban",35800.0,2019.0,Negeri Sembilan,Perodua,Asian,1.3,6.0,10.485731104959568,12083.333333333334,1
2016 Honda Civic 1.8 S Sedan - (YearEndSales),"RM 56,800",Honda Civic,147500.0,Automatic,"Negeri Sembilan, Seremban",56800.0,2016.0,Negeri Sembilan,Honda,Asian,1.8,9.0,10.947309210188068,16388.88888888889,0
2022 Perodua Ativa 1.0 H SUV,"RM 54,300",Perodua Ativa,42500.0,Automatic,"Negeri Sembilan, Seremban",54300.0,2022.0,Negeri Sembilan,Perodua,Asian,1.0,3.0,10.902297921958713,14166.666666666666,0
2019 Ford Ranger 2.0 Wildtrak High Rider Dual Cab Pickup - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 68,000",Ford Ranger,57500.0,Automatic,"Selangor, Shah Alam",68000.0,2019.0,Selangor,Ford,Continental,2.0,6.0,11.127277689932466,9583.333333333334,0
2019 Honda CR-V 1.5 TC SUV,"RM 87,500",Honda CR-V,107500.0,Automatic,"Negeri Sembilan, Seremban",87500.0,2019.0,Negeri Sembilan,Honda,Asian,1.5,6.0,11.37940550085183,17916.666666666668,0
2014 Perodua Myvi 1.3 SE Hatchback - PROMO 1 YEAR WARRANTY,"RM 23,800",Perodua Myvi,107500.0,Automatic,"Negeri Sembilan, Seremban",23800.0,2014.0,Negeri Sembilan,Perodua,Asian,1.3,11.0,10.077482875583607,9772.727272727272,1
2019 Perodua Myvi 1.5 H Hatchback,"RM 39,400",Perodua Myvi,107500.0,Automatic,"Negeri Sembilan, Seremban",39400.0,2019.0,Negeri Sembilan,Perodua,Asian,1.5,6.0,10.5815464756746,17916.666666666668,0
2015 Perodua Myvi 1.3 X Hatchback,"RM 24,800",Perodua Myvi,92500.0,Automatic,"Negeri Sembilan, Seremban",24800.0,2015.0,Negeri Sembilan,Perodua,Asian,1.3,10.0,10.118639253920785,9250.0,0
2017 Honda BR-V 1.5 V SUV,"RM 38,900",Honda BR-V,142500.0,Automatic,"Negeri Sembilan, Seremban",38900.0,2017.0,Negeri Sembilan,Honda,Asian,1.5,8.0,10.568775236216993,17812.5,0
2015 Honda City 1.5 S Plus Sedan,"RM 33,900",Honda City,167500.0,Automatic,"Negeri Sembilan, Seremban",33900.0,2015.0,Negeri Sembilan,Honda,Asian,1.5,10.0,10.431199791458543,16750.0,0
2015 Honda City 1.5 V Sedan - PROMO 1 YEAR WARRANTY,"RM 38,800",Honda City,152500.0,Automatic,"Negeri Sembilan, Seremban",38800.0,2015.0,Negeri Sembilan,Honda,Asian,1.5,10.0,10.566201298475118,15250.0,1
2017 Toyota Innova 2.0 G MPV - Y.E.S DISCOUNT,"RM 69,900",Toyota Innova,97500.0,Automatic,"Negeri Sembilan, Seremban",69900.0,2017.0,Negeri Sembilan,Toyota,Asian,2.0,8.0,11.154835234271214,12187.5,0
2018 Perodua AXIA 1.0 G Hatchback - (YearEndSales),"RM 26,300",Perodua AXIA,127500.0,Automatic,"Negeri Sembilan, Seremban",26300.0,2018.0,Negeri Sembilan,Perodua,Asian,1.0,7.0,10.177362240256695,18214.285714285714,0
2021 Hyundai Grand Starex 2.5 Executive Plus MPV - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 108,000",Hyundai Grand Starex,62500.0,Automatic,"Selangor, Shah Alam",108000.0,2021.0,Selangor,Hyundai,Asian,2.5,4.0,11.58989576532275,15625.0,0
2021 Toyota Hilux 2.8 Rogue Dual Cab Pickup,"RM 115,400",Toyota Hilux,72500.0,Automatic,"Negeri Sembilan, Seremban",115400.0,2021.0,Negeri Sembilan,Toyota,Asian,2.8,4.0,11.656168298529856,18125.0,0
2015 Honda HR-V 1.8 V SUV - ( YearEndSales),"RM 42,400",Honda HR-V,152500.0,Automatic,"Negeri Sembilan, Seremban",42400.0,2015.0,Negeri Sembilan,Honda,Asian,1.8,10.0,10.65492722584759,15250.0,0
2023 Honda City 1.5 RS Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Ca,"RM 65,000",Honda City,22500.0,Automatic,"Selangor, Shah Alam",65000.0,2023.0,Selangor,Honda,Asian,1.5,2.0,11.082157933374816,11250.0,0
2017 Toyota Vellfire 2.5 ZG MPV - (A) 5-Years Warranty,"RM 136,800",Toyota Vellfire,92500.0,Automatic,"Perak, Sitiawan",136800.0,2017.0,Perak,Toyota,Asian,2.5,8.0,11.82628259408539,11562.5,1
2022 Volvo XC90 2.0 Recharge T8 Inscription Plus SUV,"RM 205,000",Volvo XC90,77500.0,Automatic,"Selangor, Subang Jaya",205000.0,2022.0,Selangor,Volvo,Continental,2.0,3.0,12.230770136157428,25833.333333333332,0
2025 BMW 330i 2.0 M Sport FL-Jan Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 258,000",BMW 330i,7500.0,Automatic,"Selangor, Shah Alam",258000.0,2025.0,Selangor,BMW,Continental,2.0,0.0,12.460718739865236,7500.0,0
2019 Honda Jazz 1.5 S Hatchback - Y.E.S DISCOUNT,"RM 51,800",Honda Jazz,107500.0,Automatic,"Negeri Sembilan, Seremban",51800.0,2019.0,Negeri Sembilan,Honda,Asian,1.5,6.0,10.85516473308054,17916.666666666668,0
2021 Perodua Ativa 1.0 AV SUV - Y.E.S DISCOUNT,"RM 55,800",Perodua Ativa,67500.0,Automatic,"Negeri Sembilan, Seremban",55800.0,2021.0,Negeri Sembilan,Perodua,Asian,1.0,4.0,10.929547069355774,16875.0,0
2018 Honda Civic 1.8 S Sedan,"RM 62,900",Honda Civic,112500.0,Automatic,"Negeri Sembilan, Seremban",62900.0,2018.0,Negeri Sembilan,Honda,Asian,1.8,7.0,11.049317340813348,16071.42857142857,0
2024 BMW 330i 2.0 M Sport Sedan,"RM 238,000",BMW 330i,32500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",238000.0,2024.0,Kuala Lumpur,BMW,Continental,2.0,1.0,12.380030154325457,32500.0,0
2020 Toyota Hilux 2.4 E Dual Cab Pickup,"RM 94,000",Toyota Hilux,62500.0,Automatic,"Negeri Sembilan, Seremban",94000.0,2020.0,Negeri Sembilan,Toyota,Asian,2.4,5.0,11.451060699493427,12500.0,0
2019 Proton X70 1.8 TGDI Premium SUV,"RM 52,800",Proton X70,112500.0,Automatic,"Kelantan, Kota Bharu",52800.0,2019.0,Kelantan,Proton,Asian,1.8,6.0,10.874285408908944,18750.0,0
2017 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - (YearEndSales),"RM 66,900",Mazda CX-5,142500.0,Automatic,"Negeri Sembilan, Seremban",66900.0,2017.0,Negeri Sembilan,Mazda,Asian,2.0,8.0,11.110969193687714,17812.5,0
2016 Proton Saga 1.3 Standard Sedan,"RM 16,800",Proton Saga,107995.0,Automatic,"Selangor, Petaling Jaya",16800.0,2016.0,Selangor,Proton,Asian,1.3,9.0,9.729193687429403,11999.444444444445,0
2014 Volkswagen Beetle 1.2 TSI Coupe,"RM 45,000",Volkswagen Beetle,102357.0,Automatic,"Selangor, Petaling Jaya",45000.0,2014.0,Selangor,Volkswagen,Continental,1.2,11.0,10.714439990727769,9305.181818181818,0
2020 Perodua Aruz 1.5 AV SUV,"RM 52,600",Perodua Aruz,93739.0,Automatic,"Selangor, Petaling Jaya",52600.0,2020.0,Selangor,Perodua,Asian,1.5,5.0,10.87049040995193,18747.8,0
2022 Honda City 1.5 V Sensing Sedan,"RM 67,900",Honda City,77500.0,Automatic,"Negeri Sembilan, Seremban",67900.0,2022.0,Negeri Sembilan,Honda,Asian,1.5,3.0,11.125806040978839,25833.333333333332,0
2017 Honda HR-V 1.8 E SUV,"RM 48,900",Honda HR-V,97229.0,Automatic,"Selangor, Petaling Jaya",48900.0,2017.0,Selangor,Honda,Asian,1.8,8.0,10.797553125151618,12153.625,0
2017 Honda CR-V 1.5 TC-P SUV,"RM 79,000",Honda CR-V,117500.0,Automatic,"Negeri Sembilan, Seremban",79000.0,2017.0,Negeri Sembilan,Honda,Asian,1.5,8.0,11.277215789596893,14687.5,0
2022 Toyota Hilux 2.8 Rogue Dual Cab Pickup - Truck,"RM 117,900",Toyota Hilux,43633.0,Automatic,"Selangor, Petaling Jaya",117900.0,2022.0,Selangor,Toyota,Asian,2.8,3.0,11.6776005682537,14544.333333333334,0
2018 Perodua AXIA 1.0 G Hatchback,"RM 25,800",Perodua AXIA,99195.0,Automatic,"Selangor, Petaling Jaya",25800.0,2018.0,Selangor,Perodua,Asian,1.0,7.0,10.158168529848494,14170.714285714286,0
2015 Perodua Myvi 1.5 SE Hatchback,"RM 29,400",Perodua Myvi,107500.0,Automatic,"Negeri Sembilan, Seremban",29400.0,2015.0,Negeri Sembilan,Perodua,Asian,1.5,10.0,10.288783966353765,10750.0,0
2022 Perodua AXIA 1.0 GXtra Hatchback,"RM 33,900",Perodua AXIA,55123.0,Automatic,"Selangor, Petaling Jaya",33900.0,2022.0,Selangor,Perodua,Asian,1.0,3.0,10.431199791458543,18374.333333333332,0
2020 Perodua AXIA 1.0 GXtra Hatchback,"RM 30,900",Perodua AXIA,58537.0,Automatic,"Selangor, Petaling Jaya",30900.0,2020.0,Selangor,Perodua,Asian,1.0,5.0,10.33854382482173,11707.4,0
2013 Perodua Myvi 1.5 SE Hatchback,"RM 23,900",Perodua Myvi,181237.0,Automatic,"Selangor, Petaling Jaya",23900.0,2013.0,Selangor,Perodua,Asian,1.5,12.0,10.081675578048475,15103.083333333334,0
2015 Perodua Myvi 1.5 Advance Hatchback,"RM 32,500",Perodua Myvi,172500.0,Automatic,"Negeri Sembilan, Seremban",32500.0,2015.0,Negeri Sembilan,Perodua,Asian,1.5,10.0,10.389026137075234,17250.0,0
2019 Perodua Alza 1.5 SE MPV,"RM 42,900",Perodua Alza,117946.0,Automatic,"Selangor, Petaling Jaya",42900.0,2019.0,Selangor,Perodua,Asian,1.5,6.0,10.666650414667744,19657.666666666668,0
2023 Honda City 1.5 V Sensing Sedan - Direct Owner,"RM 69,866",Honda City,57500.0,Automatic,"Johor, Skudai",69866.0,2023.0,Johor,Honda,Asian,1.5,2.0,11.1543487137419,28750.0,0
2014 Perodua Myvi 1.5 SE Hatchback - PROMO 1 YEAR WARRANTY,"RM 26,000",Perodua Myvi,187500.0,Automatic,"Negeri Sembilan, Seremban",26000.0,2014.0,Negeri Sembilan,Perodua,Asian,1.5,11.0,10.165890277802454,17045.454545454544,1
2021 Proton Saga 1.3 Premium Sedan - BRAND NEW 4 MICHELIN Tyres,"RM 19,800",Proton Saga,62500.0,Automatic,"Selangor, Petaling Jaya",19800.0,2021.0,Selangor,Proton,Asian,1.3,4.0,9.893487720457795,15625.0,0
2022 MINI Countryman 2.0 Cooper S SUV,"-20% RM 134,000",MINI Countryman,52500.0,Automatic,"Selangor, Petaling Jaya",134000.0,2022.0,Selangor,MINI,Continental,2.0,3.0,11.80560254159177,17500.0,0
2018 Honda Civic 1.8 S Sedan - NEW CAR CONDITION LOW MILEAGE 2YRS WARRANTY,"RM 67,000",Honda Civic,42500.0,Automatic,"Penang, Bayan Lepas",67000.0,2018.0,Penang,Honda,Asian,1.8,7.0,11.112462823634855,6071.428571428572,1
2020 Toyota Camry 2.5 V Sedan,"RM 118,800",Toyota Camry,67500.0,Automatic,"Johor, Skudai",118800.0,2020.0,Johor,Toyota,Asian,2.5,5.0,11.685205103383671,13500.0,0
2024 MINI Clubman 2.0 Cooper S Wagon,"RM 218,000",MINI Clubman,42500.0,Automatic,"Selangor, Subang Jaya",218000.0,2024.0,Selangor,MINI,Continental,2.0,1.0,12.292254928916668,42500.0,0
2021 Mercedes-Benz AMG A45 2.0 S 4MATIC+ Hatchback - Mercedes Benz A45s AMG 4MATIC CBU 421PS (416PS) 500NM Eventuri Intake Burmester Sound System,"RM 245,999",Mercedes-Benz AMG A45,57500.0,Automatic,"Kuala Lumpur, Old Klang Road",245999.0,2021.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,4.0,12.4130868149145,14375.0,0
2015/2018 Toyota Vellfire 2.5 ZG MPV - JBL SOUND SYSTEM FULLY CONVERTED ALPHARD,"RM 130,999",Toyota Vellfire,82500.0,Automatic,"Kuala Lumpur, Old Klang Road",130999.0,2015.0,Kuala Lumpur,Toyota,Asian,2.5,10.0,11.782952602183288,8250.0,0
2021 BMW 320i 2.0 Sport Sedan - FACELIFT LOW MILEAGE FULL SERVICE RECORD UNDER WARRANTY 2026,"RM 123,999",BMW 320i,87500.0,Automatic,"Kuala Lumpur, Old Klang Road",123999.0,2021.0,Kuala Lumpur,BMW,Continental,2.0,4.0,11.728036844587175,21875.0,1
2018/2022 Mercedes-Benz AMG GLC43 3.0 4MATIC SUV - Mercedes Benz GLC43 Coupe AMG Burmester Sound System 360 Camera Panoramic Sunroof,"RM 196,999",Mercedes-Benz AMG GLC43,67500.0,Automatic,"Kuala Lumpur, Old Klang Road",196999.0,2018.0,Kuala Lumpur,Mercedes-Benz,Continental,3.0,7.0,12.190959007720126,9642.857142857143,0
2020 BMW X4 2.0 xDrive30i M Sport SUV - FULL SERVICE RECORD HARMON KARDON,"RM 156,999",BMW X4,92500.0,Automatic,"Kuala Lumpur, Old Klang Road",156999.0,2020.0,Kuala Lumpur,BMW,Continental,2.0,5.0,11.964001084330445,18500.0,0
2019 Mercedes-Benz C300 2.0 AMG Line Sedan - FULL SERVICE RECORD ORIGINAL LOW MILEAGE BURMESTER PREMIUM SURROUND SOUND SYSTEM,"RM 123,999",Mercedes-Benz C300,92500.0,Automatic,"Kuala Lumpur, Old Klang Road",123999.0,2019.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,6.0,11.728036844587175,15416.666666666666,0
2023 BMW 330e 2.0 M Sport Sedan - LOW MILEAGE 9200 UNDER WARRANTY 2028 HYBRID 2031,"RM 173,999",BMW 330e,7500.0,Automatic,"Kuala Lumpur, Old Klang Road",173999.0,2023.0,Kuala Lumpur,BMW,Continental,2.0,2.0,12.066810578196666,3750.0,1
2022 BMW X3 2.0 xDrive30i M Sport SUV - ORIGINAL LOW MILEAGE FULL SERVICE RECORD UNDER WARRANTY,"RM 175,999",BMW X3,57500.0,Automatic,"Kuala Lumpur, Old Klang Road",175999.0,2022.0,Kuala Lumpur,BMW,Continental,2.0,3.0,12.078239274020289,19166.666666666668,1
2019 BMW 330i 2.0 M Sport Sedan - DIGITAL METER FULL HD REVERSE CAMERA,"RM 129,999",BMW 330i,97500.0,Automatic,"Kuala Lumpur, Old Klang Road",129999.0,2019.0,Kuala Lumpur,BMW,Continental,2.0,6.0,11.77528972943772,16250.0,0
2021 BMW X5 3.0 xDrive45e M Sport SUV - FULL SERVICE RECORD LOW MILEAGE HARMON KARDON SOUND SYSTEM,"RM 173,999",BMW X5,87500.0,Automatic,"Kuala Lumpur, Old Klang Road",173999.0,2021.0,Kuala Lumpur,BMW,Continental,3.0,4.0,12.066810578196666,21875.0,0
2021/2024 Mercedes-Benz A180 1.3 AMG Line Hatchback - JAPAN SPEC LOW MILEAGE FULL DIGITAL METER,"RM 136,999",Mercedes-Benz A180,62500.0,Automatic,"Kuala Lumpur, Old Klang Road",136999.0,2021.0,Kuala Lumpur,Mercedes-Benz,Continental,1.3,4.0,11.827736204810263,15625.0,0
2020 BMW 330i 2.0 M Sport Sedan - LOW MILEAGE FACELIFT DIGITAL METER B48 ENGINE,"RM 138,999",BMW 330i,87500.0,Automatic,"Kuala Lumpur, Old Klang Road",138999.0,2020.0,Kuala Lumpur,BMW,Continental,2.0,5.0,11.842229212112828,17500.0,0
2019/2022 Toyota Alphard 2.5 G SC Modellista MPV - LOW MILEAGE MODELISTA BODYKIT JBL SOUND SYSTEM,"RM 172,999",Toyota Alphard,42500.0,Automatic,"Kuala Lumpur, Old Klang Road",172999.0,2019.0,Kuala Lumpur,Toyota,Asian,2.5,6.0,12.061046873479915,7083.333333333333,0
2017/2018 Toyota Vellfire 3.5 VL MPV - V6 JBL SUNROOF PILOT SEAT 360 CAMERA HOME THREATER,"RM 129,999",Toyota Vellfire,77500.0,Automatic,"Kuala Lumpur, Old Klang Road",129999.0,2017.0,Kuala Lumpur,Toyota,Asian,3.5,8.0,11.77528972943772,9687.5,0
2015/2016 Toyota Vellfire 2.5 ZG MPV - DIGITAL REAR MIRROR BSM JBL PANORAMIC SLIDING SUNROOF,"RM 124,999",Toyota Vellfire,87500.0,Automatic,"Kuala Lumpur, Old Klang Road",124999.0,2015.0,Kuala Lumpur,Toyota,Asian,2.5,10.0,11.736069016284437,8750.0,0
2022 BMW 320i 2.0 Sport Sedan - LOW MILEAGE FULL SERVICE RECORD UNDER WARRANTY 2027,"RM 133,999",BMW 320i,72500.0,Automatic,"Kuala Lumpur, Old Klang Road",133999.0,2022.0,Kuala Lumpur,BMW,Continental,2.0,3.0,11.805595078933049,24166.666666666668,1
2021 BMW X3 2.0 xDrive30i M Sport SUV - FULL SERVICE RECORD UNDER WARRANTY 2026 ORIGINAL LOW MILE 88K,"RM 133,999",BMW X3,87500.0,Automatic,"Kuala Lumpur, Old Klang Road",133999.0,2021.0,Kuala Lumpur,BMW,Continental,2.0,4.0,11.805595078933049,21875.0,1
2020 Mercedes-Benz C200 2.0 AMG Line Sedan - Mercedes Benz AMG Facelift Full Service Record Hap Seng Star,"RM 117,999",Mercedes-Benz C200,82500.0,Automatic,"Kuala Lumpur, Old Klang Road",117999.0,2020.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,5.0,11.678439903447801,16500.0,0
2017/2021 Mercedes-Benz AMG A45 2.0 4MATIC Hatchback - FACELIFT ELECTRONIC CONTROL MEMORY SEATS FULL SERVICE RECORD,"RM 143,999",Mercedes-Benz AMG A45,97500.0,Automatic,"Kuala Lumpur, Old Klang Road",143999.0,2017.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,8.0,11.877568578558138,12187.5,0
2022 Toyota GR86 2.4 RZ Coupe - (A) MIL-ONLY 15K REG 2025 GR 86,"RM 153,499",Toyota GR86,12500.0,Automatic,"Selangor, Kajang",153499.0,2022.0,Selangor,Toyota,Asian,2.4,3.0,11.941455846009388,4166.666666666667,0
2021/2023 Mercedes-Benz AMG A35 2.0 4MATIC Hatchback - Mercedes Benz A35 AMG 50K KM 360 Camera Electronic Memory Seats Burmester Sound System,"RM 169,999",Mercedes-Benz AMG A35,52500.0,Automatic,"Kuala Lumpur, Old Klang Road",169999.0,2021.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,4.0,12.043553716032399,13125.0,0
2019 BMW 330i 2.0 M Sport Sedan - LOW MILEAGE FACELIFT DIGITAL METER,"RM 129,999",BMW 330i,87500.0,Automatic,"Kuala Lumpur, Old Klang Road",129999.0,2019.0,Kuala Lumpur,BMW,Continental,2.0,6.0,11.77528972943772,14583.333333333334,0
2023 Proton Iriz 1.3 Standard Hatchback - (A) MACAM BARU 14k-Mileage,"RM 29,800",Proton Iriz,12500.0,Automatic,"Perak, Sitiawan",29800.0,2023.0,Perak,Proton,Asian,1.3,2.0,10.30229722897745,6250.0,0
2016/2022 Mercedes-Benz AMG A45 2.0 4MATIC Hatchback - FACELIFT PANORAMIC SLIDING SUNROOF,"RM 133,999",Mercedes-Benz AMG A45,92500.0,Automatic,"Kuala Lumpur, Old Klang Road",133999.0,2016.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,9.0,11.805595078933049,10277.777777777777,0
2017/2020 Toyota Alphard 2.5 G S C Package MPV - SC FULL MODELISTA BODYKIT POWER BOOT SUNROOF,"RM 143,999",Toyota Alphard,72500.0,Automatic,"Kuala Lumpur, Old Klang Road",143999.0,2017.0,Kuala Lumpur,Toyota,Asian,2.5,8.0,11.877568578558138,9062.5,0
2007 Toyota Wish 1.8 MPV - SUNROOF,"RM 23,800",Toyota Wish,142500.0,Automatic,"Selangor, Batu Caves",23800.0,2007.0,Selangor,Toyota,Asian,1.8,18.0,10.077482875583607,7916.666666666667,0
2024 Perodua Alza 1.5 AV MPV - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 69,000",Perodua Alza,32500.0,Automatic,"Selangor, Shah Alam",69000.0,2024.0,Selangor,Perodua,Asian,1.5,1.0,11.141876276228,32500.0,0
2019 Proton X70 1.8 Premium SUV - 2WD (A) PAN-ROOF,"RM 43,800",Proton X70,82500.0,Automatic,"Selangor, Kajang",43800.0,2019.0,Selangor,Proton,Asian,1.8,6.0,10.687411927154141,13750.0,0
2018 Honda CR-V 1.5 TC SUV - (A) 5-Years Warranty,"RM 72,800",Honda CR-V,82500.0,Automatic,"Perak, Sitiawan",72800.0,2018.0,Perak,Honda,Asian,1.5,7.0,11.195484970354173,11785.714285714286,1
2025 BMW X3 2.0 20 xDrive M Sport SUV,"RM 288,000",BMW X3,800.0,Automatic,"Selangor, Shah Alam",288000.0,2025.0,Selangor,BMW,Continental,2.0,0.0,12.570719231334277,800.0,0
2020 BMW 320i 2.0 Sport Driving Assist Pack Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 120,000",BMW 320i,72500.0,Automatic,"Selangor, Shah Alam",120000.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.695255355062795,14500.0,0
2025 BMW X3 2.0 20 xDrive M Sport SUV,"RM 288,000",BMW X3,2500.0,Automatic,"Selangor, Shah Alam",288000.0,2025.0,Selangor,BMW,Continental,2.0,0.0,12.570719231334277,2500.0,0
2023 Volvo XC90 2.0 Recharge T8 Ultimate PHEV SUV - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 275,000",Volvo XC90,27500.0,Automatic,"Selangor, Shah Alam",275000.0,2023.0,Selangor,Volvo,Continental,2.0,2.0,12.524530013005734,13750.0,0
2023 Toyota Camry 2.5 V Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 163,000",Toyota Camry,57500.0,Automatic,"Selangor, Shah Alam",163000.0,2023.0,Selangor,Toyota,Asian,2.5,2.0,12.001511614739405,28750.0,0
2016/2020 Toyota Vellfire 2.5 ZG MPV - (A) 5-Years Warranty,"RM 131,800",Toyota Vellfire,82500.0,Automatic,"Perak, Sitiawan",131800.0,2016.0,Perak,Toyota,Asian,2.5,9.0,11.789048488275174,9166.666666666666,1
2024 Toyota Corolla Altis 1.8 G Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 112,000",Toyota Corolla Altis,22500.0,Automatic,"Selangor, Shah Alam",112000.0,2024.0,Selangor,Toyota,Asian,1.8,1.0,11.626263078808801,22500.0,0
2022 Honda CR-V 1.5 TC-P SUV - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 109,000",Honda CR-V,62500.0,Automatic,"Selangor, Shah Alam",109000.0,2022.0,Selangor,Honda,Asian,1.5,3.0,11.599112335481124,20833.333333333332,0
2017 Proton Perdana 2.4 Sedan - CKD FACELIFT (A) I-VTEC 3RD GEN 178HP 5 SPEED,"RM 22,800",Proton Perdana,87500.0,Automatic,"Selangor, Seri Kembangan",22800.0,2017.0,Selangor,Proton,Asian,2.4,8.0,10.034559673629849,10937.5,0
2022 Volkswagen Tiguan 1.4 Allspace Elegance SUV - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 105,000",Volkswagen Tiguan,32500.0,Automatic,"Selangor, Shah Alam",105000.0,2022.0,Selangor,Volkswagen,Continental,1.4,3.0,11.561725152903833,10833.333333333334,0
2017 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - GLS 1Owner MACAM BARU,"RM 66,800",Mazda CX-5,77500.0,Automatic,"Perak, Sitiawan",66800.0,2017.0,Perak,Mazda,Asian,2.0,8.0,11.109473329472568,9687.5,0
2023 Toyota Vios 1.5 G Sedan - Sime Darby Auto Selection Glenmarie Pre-Owned Used Cars,"RM 69,000",Toyota Vios,67500.0,Automatic,"Selangor, Shah Alam",69000.0,2023.0,Selangor,Toyota,Asian,1.5,2.0,11.141876276228,33750.0,0
